Parliament,Session,speech
36th,1st, 
36th,1st, 
36th,1st,"To fulfil other pressing health needs, the Government will expand the Canadian breast cancer initiative, renew the national HIV-AIDS strategy; and double the resources for the tobacco reduction strategy, with a particular focus on community-based programs to prevent young Canadians from starting to smoke and to encourage smokers to quit."
36th,1st,The Government will work with its provincial partners and other interested parties to improve Canadian health information systems to improve decision making about health and health care across the country.
36th,1st,Building Safer Communities
36th,1st,"Safe communities are among the hallmarks of our Canadian identity. While the reported crime rate has decreased for four consecutive years, it is still too high. The Government is committed to ensuring that Canada remains a place where Canadians feel secure in their homes and on the streets of their communities. A safe society depends on strong crime prevention efforts as well as traditional legal responses. Governments around the world are developing community-based crime prevention programs."
36th,1st,"The Government will help protect the right of all Canadians to feel safe in their communities by working with other governments, the private sector and voluntary groups. It will"
36th,1st, 
36th,1st, 
36th,1st, 
36th,1st,Creating Opportunity for Young Canadians
36th,1st,"Today's generation of young Canadians is the best educated in our history. Young Canadians are living in a country well-positioned for opportunities in the new economy. Yet, the level of unemployment among Canadians between the ages of 18 and 25 is unacceptably high. The federal, provincial and territorial governments will act to address this problem, and First Ministers and territorial leaders will be working on this issue when they meet this fall."
36th,1st,"To secure our future as a society, our immediate challenge is to make sure that our young generation makes a successful transition to the world of work, that young people who want to continue to learn have access to education, and that young people who found it difficult getting started in the workplace get a second chance."
36th,1st,"All Canadians have a stake in meeting this challenge successfully. No single sector of society nor any one level of government has all the answers. We must all contribute, each in our areas of competency, to meet the challenge we have set for ourselves. The Government welcomes the action being taken by the private sector, through initiatives such as Career Edge and the Corporate Council on Youth in the Economy, and encourages the private sector to do more. The Government is committed to work with other governments, the private sector, communities and individual Canadians to help equip young people for the future."
36th,1st,"An important role for governments is to ensure the widest possible access to post-secondary education. Canadians are concerned about the increasing cost of higher education, and the resulting debt burden on students. The Government took some important measures to address this problem in its budget of February 1997. The Government will continue to reduce barriers to post-secondary education through further changes to the Canada Student Loans Program, increased assistance for students with dependents, and new scholarships to encourage excellence and to help low- and moderate-income Canadians attend university or college."
36th,1st,"The Government finds it unacceptable that thousands of jobs are going unfilled in high-growth sectors of our economy at the same time as young Canadians are unemployed. The Government will work with the provinces, universities and colleges, the high-tech industry and other rapidly growing sectors to better forecast the number and types of jobs that will be available and to develop a plan for ensuring that people are appropriately educated to fill them."
36th,1st,"Three factors make a significant difference to young people getting started in the world of work -- a good education, a chance at a first job, and a mentor to work with as they establish themselves. The Government will increase its resources devoted to helping youth to make a smooth and productive entry into the world of work. Internship programs have been particularly successful in helping young people get started. These programs will be extended and expanded. Enhanced funding of student summer placements will be continued. In partnership with provincial governments and the private sector, a Canada-wide mentorship program will be developed."
36th,1st,"To help those young Canadians who need a second chance, the Government will develop and expand community-based programs for youth with the greatest difficulty making the transition to the world of work because of low education and skills. These will include establishing multi-purpose Aboriginal youth centres that will provide targeted social and cultural support in addition to increasing work and learning opportunities for urban Aboriginal youth."
36th,1st,"The Government will continue to support efforts of individuals, communities and other governments to improve Canadians' capacity to learn throughout their lives."
36th,1st,Investing in Knowledge and Creativity 
36th,1st,"The revolution in the knowledge and information economy is transforming all sectors of the economy from primary resources to service industries. Canada is well-positioned to be a world leader in the global knowledge-based economy of the 21st century. We have the talent, we have the resources, we have the technology, and we have the institutions."
36th,1st,"By rising to the challenge of mobilizing our resources well, we can enable our citizens to succeed in the global knowledge-based economy. This is how we will spur continuing job creation and sustained growth in our standard of living in the 21st century. The Government is determined to do more to support innovation and risk-taking in Canada and to attract more foreign investment in knowledge-based industries to Canada. We will build creative partnerships between the private and public sectors to accelerate the adoption of innovative technologies in all sectors of the economy."
36th,1st,"With targeted growth strategies, we will build those knowledge-intensive sectors where we are strong and where the opportunities for growth and global leadership is highest. Examples are aerospace; bio-pharmaceuticals; bio-technology in agriculture and fisheries; and the environmental, information, and telecommunications technologies. In particular, the Government will significantly increase the resources allocated to help small and medium-size businesses develop and commercialize new technology."
36th,1st,"The Government will explore innovative policies and measures that give particular attention to increasing opportunity for Canadians in rural communities. It will adapt its programs to reflect the social and economic realities of rural Canada. Further, the Government will redouble its efforts to ensure that rural communities and all regions of Canada share in the economic benefits of the global knowledge-based economy."
36th,1st,"Governments have a crucial role to play in supporting science, technology, and the creation of knowledge. The Government of Canada's endowment of the Canada Foundation for Innovation in partnership with the private sector, the provinces and universities, is helping to build a leading-edge national system of innovation. All levels of government must do more to provide public support for research done in our universities."
36th,1st,"Support for knowledge goes beyond support for university research. Increasing support for the arts makes it possible for Canadian culture to reach audiences at home and abroad. Our movies, books, magazines, plays, videos, music, and multi-media productions speak to us about our experiences at the same time as they present Canadian creativity to the world. Therefore, the Government of Canada will provide increased support to the Canada Council and will make special efforts to support culture at home and to promote trade in Canadian cultural and educational products and services abroad."
36th,1st,"We will make the information and knowledge infrastructure accessible to all Canadians by the year 2000, thereby making Canada the most connected nation in the world. This will provide individuals, schools, libraries, small and large businesses, rural and Aboriginal communities, public institutions, and all levels of government with new opportunities for learning, interacting, transacting business and developing their social and economic potential. For example, we will enhance the voluntary sector's capacity to engage Canadians by improving their access to the technology they need to play a stronger role in Canadian life."
36th,1st,"A connected nation is more than wires, cables and computers. It is a nation in which citizens have access to the skills and knowledge they need to benefit from Canada's rapidly changing knowledge and information infrastructure. It is also a nation whose people are connected to each other. The Government will continue to work with provinces to ensure greater mobility for people with disabilities and to ensure their integration into the economic and social mainstream of Canadian life. The Government will also bring forward measures to strengthen networks among Canadians and to increase knowledge of Canada and understanding among Canadians; these measures will include enhanced exchange programs for young Canadians."
36th,1st,Expanding Opportunities in Aboriginal Communities
36th,1st,"Thousands of years ago, Aboriginal people began building Canada's first communities. Today, by strengthening our Aboriginal communities, we are reinforcing the diversity that makes Canada unique in the world. The Government will"
36th,1st, 
36th,1st, 
36th,1st, 
36th,1st,Looking Outward
36th,1st,"Our country has a tradition of being a responsible, engaged, committed world citizen. This is a key characteristic of our national identity and a source of pride to Canadians. Canada is a force for peace and understanding around the world, for bridging differences, and for finding common ground. Canada espouses the common humanity that binds together the human family."
36th,1st,"This tradition is the legacy of Nobel laureate and former prime minister of Canada, Lester Pearson, whose 100th birthday we mark this year. Canadians want their government to carry on this tradition and give it new relevance as the world enters a new century."
36th,1st,Nothing better illustrates the ongoing commitment to this tradition than Canada's leadership since 1994 in the international effort to ban anti-personnel mines. This Canadian initiative has evolved from a bold idea to be the focus of a large and growing international consensus that will culminate in the signing of an international treaty in Ottawa in December of this year.
36th,1st,"Canada's rich and diverse natural heritage is also a source of national pride and international acclaim. Canadians are both the beneficiaries and the stewards of a land that holds nine percent of the Earth's fresh water, 10 percent of its forests, and 25 percent of its wetlands."
36th,1st,"Canadians both delight in our magnificent environment and fear for its future. Maintaining what is good, and improving what has been degraded, requires constant effort. It is an effort that the Government will make."
36th,1st,"The Government is committed to working in the international community to promote sustainable development and to achieve practical solutions to global environmental problems, such as greenhouse gas emissions and toxic chemicals. It will also continue to address the serious international problem of over-fishing. It is committed to acting at home to reduce our contribution to these problems."
36th,1st,"In this same Canadian tradition of internationalism, the Government will undertake the following initiatives:"
36th,1st, 
36th,1st, 
36th,1st, 
36th,1st, 
36th,1st,Celebrating the Millennium
36th,1st,"For Canadians, the start of the new millennium represents an historic opportunity to celebrate our achievements as a nation and our hopes for the future. It will be an unequalled opportunity to show ourselves and the world the richness of our diversity, the strength of Canadian values, and the great promise of our future in the 21st century."
36th,1st,"The Government will help build a partnership among governments, communities and citizens to mark the new millennium. Many Canadians have creative ideas and suggestions for millennium projects. There will also be an opportunity for parliamentarians from all parties to participate in developing ideas to mark the millennium."
36th,1st,Moving Forward into the 21st Century
36th,1st,"Almost 100 years ago, Sir Wilfrid Laurier said, ""The 20th century shall be the century of Canada and of Canadian development."" He was right. Today, we have the opportunity for success in the 21st century that is far beyond what Laurier could have ever imagined."
36th,1st,To achieve this success we have more work to do -- work that no one can do alone. Each and every one of us must assume personal responsibility for our community and our country. Our greatest responsibility is to build a new spirit of sharing and mutual respect for a new century.
36th,1st,"By working together, by respecting the value of our diversity, we will secure our future and build a stronger country. We will ensure that our future economic opportunities are sound, our children well prepared, our lives healthy, and our communities strong."
36th,1st,"Each generation has the opportunity to choose the society it wants to leave for its children. The greatest legacy we can leave to our children in the new millennium is a vibrant living legacy that will make Canada a better place: a stronger country with a brighter future and greater opportunities for its young people. By working together, we will build that future."
36th,1st,Members of the House of Commons:
36th,1st,You will be asked to appropriate the funds required to carry out the services and expenditures authorized by Parliament.
36th,1st,Honourable Members of the Senate/Members of the House of Commons:
36th,1st,May Divine Providence guide you in your deliberations.
36th,1st,Stay Connected
35th,2nd,"February 27, 1996"
35th,2nd,"Ladies and Gentlemen, Honourable Members of the Senate; Ladies and Gentlemen, Members of the House of Commons:"
35th,2nd,"A year ago when I became Governor General, I spoke about the generosity and the compassion of Canadians. I spoke especially of the unsung heroes, the volunteers and helpers who encourage and care for their communities."
35th,2nd,"Since then, travelling to almost every province, I have seen how much Canadians love their country and how generous and open they can be to those in need. I have discovered the great strength of those currents of generosity and compassion."
35th,2nd,"In the schools and the Scout troops and in every part of life, from the nurseries of the newborn to palliative care for the dying, Canadians give endless help to one another. Surely this must be the most giving of countries."
35th,2nd,"We are developing a new award to recognize the unsung heroes of Canada; and hundreds of Canadians have already put forward the names of their fellow citizens, to honour their constant help and their open hearts."
35th,2nd,"On the opening of the second session of this Parliament, and on behalf of the Government of Canada, I make the following brief statements of government policy. The Prime Minister and Ministers will expand on this in coming days. Legislation and other administrative measures will follow."
35th,2nd,2
35th,2nd,"Twenty-eight months ago, Canadians elected a new Parliament and chose a new government. Since then, the Government has acted to meet its commitments to the Canadian people. Ministers have insisted upon the highest standards of integrity and honesty in fulfilling their mandate."
35th,2nd,The Government approaches the second half of its mandate confident that what unites us as Canadians is far greater than what divides us; certain that the values we share as Canadians are as relevant today as they have been at any time during our history; and determined to apply basic Canadian values and principles to the new policies and fresh approaches that are required to prepare ourselves and our national institutions to deal with the challenges of the 21st century.
35th,2nd,"Canadians are concerned about economic uncertainty, the sustainability of social programs and the unity of the country. The scope and enormity of the challenges are such that no individual, municipality, province or region acting in isolation can expect or hope to address them successfully. It will take the will to reason together and to pull together. Each of us must join with those with whom we have the most in common, with whom we share the most at the most basic level-at the level of values. And when we reflect on it, we realize it is with other Canadians that we have the most in common. And when we look at our history, and at our place in the world, we know we can solve our problems."
35th,2nd,Ensuring Opportunity: A Strong Economy
35th,2nd,"A strong economy is the essence of a strong society. A strong economy creates the ability to translate into reality the values of equality of opportunity, compassion for the underprivileged and protection of the vulnerable."
35th,2nd,"Government has a necessary and essential role in facilitating change in society. Many Canadians are concerned about their security, and particularly their security of employment. The Government will work with the private sector and the provinces to make the collective investments required to produce hope, growth and jobs. Because government does not have the resources to do everything, it must be strategic in its approach. It must invest in people. The Government will focus its new initiatives on youth, science and technology, and trade."
35th,2nd,Youth
35th,2nd,Young Canadians want the opportunity to put their energies and talents to use. Young Canadians deserve a climate of opportunity. This must be a national objective.
35th,2nd,"It is time to harness the energy of the Team Canada partnership abroad between the federal and the provincial governments and the private sector to create hope, opportunity and jobs for young people at home. The Government will challenge the provincial governments and the private sector to enter into a domestic Team Canada partnership to create such opportunity for young people. In particular:"
35th,2nd,-The Government will announce measures to double the number of federal summer student jobs this summer. The Government challenges the business community and provincial and municipal governments to do likewise.
35th,2nd,"-The Government will work in active partnership with the provinces, the private sector and young people themselves to prepare initiatives to enhance youth job opportunities so that young Canadians can get work experience."
35th,2nd,-The Government will challenge business and labour and all levels of government to work together to create new approaches to assist young people in finding their first job.
35th,2nd,Science and Technology
35th,2nd,"To create enduring jobs for Canadians in the economy of the 21st century, investment in knowledge and technology is essential. The Government will establish guiding principles to improve the effectiveness and focus of the federal science and technology effort. In particular:"
35th,2nd,"-The Government will make specific proposals to support technology development in the aerospace industry, in environmental technologies, and in critical enabling technologies such as biotechnology. Further measures will be taken to promote technology diffusion, including the launch of a Canadian technology network."
35th,2nd,-The Government will support technological innovation by providing a predictable policy and regulatory framework for the information highway.
35th,2nd,"-The Government will continue to expand the access to the School Net and Community Access programs so that Canadians, particularly those in rural communities, will be able to use technology to increase their knowledge and access to each other and to the rest of the world."
35th,2nd,Trade
35th,2nd,"Canadian jobs and growth depend heavily on our exports. Every one billion dollars of exports means 11,000 Canadian jobs. The success of ``Trade Team Canada'' demonstrates the value of working together to succeed in world markets and therefore create job prospects at home."
35th,2nd,Further ``Trade Team Canada'' missions will be undertaken under the leadership of the Prime Minister.
35th,2nd,"To create jobs at home, the Government will announce new measures to enhance export development and financing, with emphasis on developing new products and new exporters and attracting new foreign investment."
35th,2nd,The Government will continue efforts to expand NAFTA and will work towards more world trade liberalization.
35th,2nd,"Where there are trade disputes, the Government will spare no effort to promote and defend legitimate Canadian trade rights and interests."
35th,2nd,3
35th,2nd,A Climate for Economic Growth and Job Creation
35th,2nd,"In the first half of its mandate, the Government has taken steps to ensure that the economic and fiscal conditions are in place for sustained growth and job creation. The Government has made major structural reforms. The deficit has been cut. International trade and investment initiatives have been undertaken. Much has been accomplished. Canadians are beginning to see dividends, particularly with lower interest rates."
35th,2nd,But the job is not yet completed. The Government will continue to take appropriate action to promote a proper climate for economic growth and jobs. In particular:
35th,2nd,"-The 1996 Budget will set out how the Government will attain its deficit-reduction targets, bringing the deficit down to two percent of gross domestic product in 1997-98 and ensuring that further progress will be realized in 1998-99 and beyond."
35th,2nd,-The Government will work with the provinces to conclude discussions on sales tax harmonization and establish a process to replace the GST and provincial sales taxes with a national sales tax.
35th,2nd,"-The Government will introduce proposals to strengthen the economic framework with legislative improvements in the areas of competition, bankruptcy and copyright."
35th,2nd,-The Government will introduce proposals to update legislation governing financial institutions to ensure that it continues to be relevant to the emerging needs of businesses and consumers.
35th,2nd,-The Government will propose a modernization of the rules governing labour relations under federal jurisdiction through changes in Part I of the Canada Labour Code.
35th,2nd,"-The Government will ensure through regulatory reform that requirements are strong and clear, delays are minimized and activities co-ordinated between departments and between levels of government."
35th,2nd,-The Government is committed to the economic renewal of rural Canada. The Government will address the problems facing rural Canadians in a way that is tailored to their needs. Rural Canada is rich in natural and human resources and faces different challenges than urban areas. The Government will move forward in the coming session to make sure that all Canadians benefit from economic prosperity.
35th,2nd,Ensuring Opportunity: Security for Canadians
35th,2nd,"Economic growth is not an end in itself. Government has the obligation, in accordance with basic Canadian values, to ensure security for Canadians in a rapidly changing world. Our legacy to future generations must include the assurance for all Canadians, wherever they live, that there will be a modern and accessible health care system; that a helping hand will be available when a helping hand is needed; that a public pension system will be there to support people in their old age; that our environment is protected; and that Canadians will be safe in their homes and communities."
35th,2nd,A Secure Social Safety Net
35th,2nd,The Government is committed to ensuring opportunity through a sustainable social safety net for the future. The Government will secure Canada's social union for the future and will adapt our federal arrangements as necessary to meet current challenges and to prepare for the next century. The Government is open to new ways and new directions to pursue our values. In particular:
35th,2nd,"-The Government will work with the provinces and Canadians to develop by mutual consent the values, principles and objectives that should underlie, first, the Canada Health and Social Transfer and, building on this, the social union more generally."
35th,2nd,"-The CHST consists of tax points and cash. The Government will announce plans to put a floor under the cash transfer component to provide a guarantee of continuing federal cash to the provinces. This will serve to secure Canada's safety net, particularly medicare."
35th,2nd,Canadians attach high priority to our health care system and to the principles of medicare. The Government reaffirms its unwavering commitment to the five principles of the Canada Health Act. The Government will continue to work with the provinces to ensure the future of our publicly financed health care system.
35th,2nd,Canadians expect to have secure elderly benefits and pensions available to them when they retire.
35th,2nd,-The Government will propose to Parliament measures to sustain Canada's elderly benefits system for the future.
35th,2nd,-The Canada Pension Plan will be made sustainable for future generations. Discussions are already under way with the provinces on possible changes. A joint federal-provincial paper setting out the problems and challenges facing the Plan has already been released for public consultation. And reforms will be legislated once the required provincial consent has been obtained.
35th,2nd,"Equality of opportunity is a basic Canadian value. It begins with children. The Government will announce measures to improve Canada's child support system, with the particular objective of helping single parents and low-income working families."
35th,2nd,Security for Canadians means ensuring that people who are out of work can get help while they are unemployed and can get help to go back to work.
35th,2nd,"-The Government will implement a new Employment Insurance System beginning July 1, 1996. The Government will ensure that the legislation, while respecting the fiscal parameters of the proposed reforms, is responsive to the realities of the Canadian job"
35th,2nd,4
35th,2nd,market and that the impact of changes does not fall unfairly on workers who are most in need of support.
35th,2nd,"-The Government will accelerate its current discussions with the provinces on labour market training and development to ensure the orderly withdrawal of federal activity in training, and to explore new approaches and the appropriate roles and responsibilities of each level of government for strengthening national and local labour markets."
35th,2nd,Environmental Security
35th,2nd,"While sustaining the social safety net is an essential element of security for Canadians, it is not all. The quality of Canada's natural environment is a matter of national pride. Security for Canadians means sustaining our environment. All Canadians must work together to protect the environment. In particular:"
35th,2nd,-The Government will propose the modernization of the Canadian Environmental Protection Act.
35th,2nd,-A federal Endangered Species Protection Act will be introduced.
35th,2nd,-Legislation to ratify the UN Straddling Stocks Agreement and the Law of the Sea Convention will be presented to Parliament.
35th,2nd,-The Government will promote the long-term conservation and revitalization of the Pacific salmon fishery and continue with the revitalization of the east coast fishery.
35th,2nd,National parks are the heritage of a nation. The Government will seek agreements with provincial and territorial governments and with First Nations to establish new national parks and national marine conservation areas.
35th,2nd,The solutions to many environmental problems lie outside our borders. The Government will continue to play an environmental leadership role both at home and in the international arena.
35th,2nd,Personal Security
35th,2nd,"The non-violent character of our country-safe homes, safe streets-is also an essential element of security for Canadians. The Government will focus corrections resources on high-risk offenders while increasing efforts to lower the number of young people who come into contact with the justice system. The Government will develop innovative alternatives to incarceration for low-risk offenders. Criminal procedures will be reformed to better serve victims of crime."
35th,2nd,International Security
35th,2nd,"In an interdependent world, security means taking an active role on the international stage. All Canadians strongly identify with, and take great pride in, the role Canada plays in the world. The Government will continue to work in the G-7, NATO and the United Nations for a more stable and peaceful world. It will pursue a wider spread entrenchment of democracy, and greater respect for human rights."
35th,2nd,"In keeping with its commitment to advancing human rights and dignity, the Government will make the rights of children a Canadian priority and seek an international consensus to eliminate exploitative child labour."
35th,2nd,"The Government will pay special attention to addressing the growing crisis of confidence in the United Nations, which Canadians rightly regard as the most important multilateral organization to ensure international peace and security."
35th,2nd,"Canada will also do its part to help keep and build peace in Bosnia, Haiti, the Middle East and elsewhere."
35th,2nd,A Modern and United Country
35th,2nd,"Canadians have a common history, a common collective experience, a shared territory, and institutions that are uniquely our own. The Government will act to preserve this heritage."
35th,2nd,Canadians also agree upon the values and principles which bind us together and give us confidence in ourselves and in each other.
35th,2nd,"On October 27, the people of Canada came together in their own communities and in Montreal to demonstrate as never before the will to stay together. On October 30, the people of Quebec voted in a referendum to stay in Canada."
35th,2nd,"At the same time, the referendum result gave a clear message that Quebeckers want change in the federation. This desire for change is broadly shared across Canada. The Government will act on a responsible agenda for change for all of Canada."
35th,2nd,"In the last two years, the Government has made significant changes in a number of areas. The Government will work with the provinces and individual Canadians to ensure that the Canadian federation is modernized to meet the needs of the 21st century. This modernization must be respectful of our diversity and be based on partnership and dialogue. Canadians want and expect governments to be flexible and to operate efficiently and effectively so that the country functions well. In particular:"
35th,2nd,"-The Government will not use its spending power to create new shared-cost programs in areas of exclusive provincial jurisdiction without the consent of a majority of the provinces. Any new program will be designed so that non-participating provinces will be compensated, provided they establish equivalent or comparable initiatives."
35th,2nd,"-There are areas where, in the 21st century, the federal government does not have to be involved. For example, components of Canada's transportation infrastructure are being transferred to community-based groups, municipal authorities and the private sector."
35th,2nd,5
35th,2nd,"-The Government is prepared to withdraw from its functions in such areas as labour market training, forestry, mining, and recreation, that are more appropriately the responsibility of others, including provincial governments, local authorities or the private sector."
35th,2nd,"-The federal government will propose to the provinces a much strengthened process to work in partnership, focussing on such priorities as food inspection, environmental management, social housing, tourism and freshwater fish habitat."
35th,2nd,The federal government has an important contribution to make in preserving and modernizing Canada's social union so that the caring society remains Canada-wide in scope. In particular:
35th,2nd,-The Government will work with the provinces and Canadians to develop agreed-upon values and principles to underlie the social union and to explore new approaches to decision making in social policy.
35th,2nd,"-The Government will continue to protect and promote unhampered social mobility between provinces and access to social and other benefits, and will work with the provinces to identify new and mutually agreed approaches."
35th,2nd,The federal government has a major role to play in strengthening the Canadian economy and the Canadian economic union. The Government will work with the provinces to take concrete steps to further improve the functioning of the Canadian economic union. In particular:
35th,2nd,"-The Internal Trade Agreement, which came into effect in July 1995, must be improved. The government will work with the provinces and the private sector to achieve a much more open agreement."
35th,2nd,-The Government is prepared to work with the provinces and other partners to reduce or eliminate remaining barriers to labour mobility.
35th,2nd,"-The Government is prepared to work with interested provinces towards the development of a Canadian Securities Commission, a single food inspection service, and a national revenue collection agency."
35th,2nd,The Government welcomes public participation in the debate about Canada. It will encourage Parliament to reach out to Canadians to seek their views on the specific components of an agenda for change.
35th,2nd,"A First Ministers meeting will be called in the months ahead to discuss how governments can better work together for job creation in Canada, how to secure the social safety net and how to put into place a common agenda for change to renew Canada."
35th,2nd,The Government intends to focus its energies on positive action to prepare Canada for the 21st century. The Government welcomes the commitment of the new government of Quebec to focus all its energies on the real problems of its citizens. The Government will work in collaboration with the Government of Quebec and all provincial governments on an agenda of economic renewal and job creation.
35th,2nd,"But as long as the prospect of another Quebec referendum exists, the Government will exercise its responsibility to ensure that the debate is conducted with all the facts on the table, that the rules of the process are fair, that the consequences are clear, and that Canadians, no matter where they live, will have their say in the future of their country."
35th,2nd,The Government recognizes that national unity is more than a re-balancing of roles and responsibilities of levels of government.
35th,2nd,"At a time of globalization of the economy, Canada is especially well placed to compete because of two official languages and the many Canadians who speak languages other than English and French. The Government recognizes that because of the minority status of the French language in North America, French-speaking Canadians have legitimate concerns. The Government affirms that it is particularly important to reinforce a Francophone presence at home and abroad. Such a presence contributes to our national identity and is a source of strength and enrichment for our country."
35th,2nd,Action has already been taken to recognize Quebec as a distinct society within Canada and to guarantee that no constitutional change affecting any major region of the country will take place without the consent of that region. The Government supports the entrenchment of these provisions in the Constitution.
35th,2nd,"National unity means reminding Canadians of what they have in common. The Government will put forward a series of measures with special emphasis on helping Canadians, particularly young Canadians, to broaden their experience of Canada and to learn more about their country. A new Citizenship Act will be introduced to better reflect contemporary views of the rights and responsibilities of citizenship."
35th,2nd,"Culture is at the core of our identity as Canadians. The Government is committed to strong Canadian cultural industries. The Government will propose measures to strengthen culture in Canada and will ensure continued access to our own cultural products in order to maintain a balance between Canadian perspectives and those from abroad. The Government reaffirms its commitment to ensuring the long-term vitality of the CBC, the National Film Board and Telefilm Canada as institutions which interpret Canada to Canadians and to the world."
35th,2nd,The Government believes that one of the tests of Canadian values is our ability to incorporate the aspirations of Canada's Aboriginal peoples. The recent historic Nisga'a agreement in principle shows that this is possible. The Minister of Indian Affairs
35th,2nd,6
35th,2nd,and Northern Development will continue to pursue other initiatives in partnership with Aboriginal people and other governments.
35th,2nd,Honourable Members of the Senate;Members of the House of Commons:
35th,2nd,"In looking to the 21st century, it is essential that the federal government, in its own policies and programs, be dedicated to providing modern, flexible public services-services that are accessible, affordable and responsive to the needs of clients and citizens. The Government acknowledges the contribution of the Public Service of Canada to the continuing achievement of its goals. Further measures will be introduced to enable more flexible and innovative methods of service delivery."
35th,2nd,"By working in partnership throughout Canadian society to create jobs and economic opportunity, to provide the security of a modern social safety net, and to preserve national unity, the Government affirms that a legacy of hope can be left to future generations."
35th,2nd,Members of the House of Commons:
35th,2nd,You will be asked to appropriate the funds required to carry out the services and expenditures authorized by Parliament.
35th,2nd,May Divine Providence guide all of you in your deliberations.
35th,2nd,Stay Connected
35th,1st,"Ladies and Gentlemen, Honourable Members of the Senate, Ladies and Gentlemen, Members of the House of Commons."
35th,1st,"The two and a half years that have passed since I last had the pleasure of addressing Parliament have brought many changes, to Canada and to the world. Our hopes for global peace have been raised and, in many places, shattered. In some countries today, democracy is under stress, its future uncertain."
35th,1st,"Canadians, however, continue their unwavering commitment to democracy. Elections in this country are carried out as peaceful clashes of ideas, not of forces. The very fact that we are gathered in this chamber is, itself, testimony to the durability and wisdom of the process by which we govern ourselves."
35th,1st,"Once again, we look forward to welcoming Her Majesty. This year she will travel to Nova Scotia and the Northwest Territories, and to British Columbia, where she will open the 1994 Commonwealth Games."
35th,1st,"On October 25, 1993, Canadians chose a new Parliament and a new government. The Government has made a number of commitments to the people of Canada. They will be implemented."
35th,1st,"On opening the first session of this Parliament, and on behalf of the Government, I make the following brief statements of government policy, which will be followed by legislation and other proposals by the Prime Minister and Ministers themselves."
35th,1st,"The agenda of the Government is based on an integrated approach to economic, social, environmental and foreign policy."
35th,1st,"In order to achieve this agenda, integrity and public trust in the institutions of government are essential."
35th,1st,"My Ministers will insist upon integrity, honesty and openness on the part of those who exercise power on behalf of Canadians."
35th,1st,"Specifically, an ethics counsellor will be appointed to advise Ministers and government officials and to examine the need for legislative change. Legislation will be placed before you to increase the transparency of the relations between lobbyists and the Government."
35th,1st,The Government is committed to enhancing the credibility of Parliament. Changes will be proposed to the rules of the House of Commons to provide Members of Parliament a greater opportunity to contribute to the development of public policy and legislation.
35th,1st,"Measures to reform the pension plan of Members of Parliament, including the elimination of double-dipping, will be placed before you."
35th,1st,"The Government attaches the highest priority to job creation and economic growth in the short term and the long term. To stimulate economic activity, an agreement has been reached with provincial and territorial governments for a joint federal-provincial-municipal infrastructure program. This program will proceed immediately."
35th,1st,The Government will reintroduce the Residential Rehabilitation Assistance Program. The Government will also create a Youth Service Corps to begin putting young Canadians back to work.
35th,1st,"For longer-term job creation, the Government will focus on small and medium-sized businesses. The Government will work with Canada's financial institutions to improve access to capital for small business. A Canada Investment Fund will be created to help innovative leading-edge technology firms to obtain the long-term capital they need. To improve the diffusion of technology and innovation, a Canadian technology network will be created. To strengthen research and development, the Government will encourage technology partnerships between Canadian universities, research institutions and the private sector. The Government will also implement a Canadian strategy for an information highway."
35th,1st,The Government will promote better training for the managers of small businesses and greater access to strategic information on new technologies and new marketing opportunities. The Government will also work with the provinces to reduce the regulatory and paper burden on small businesses and to streamline the delivery of programs.
35th,1st,"Job creation and economic growth also require Canadian firms, especially small and medium-sized businesses, to adopt an aggressive trading mentality to take advantage of export markets. With the successful conclusion of the Uruguay Round and the implementation of NAFTA, the Government will assist Canadian companies to translate improved market access into greater export sales. The Government will pursue an activist trade policy so that Canadians may have improved access to expanding markets, particularly in the Pacific Rim and in Latin America."
35th,1st,"The Government will ensure greater cohesion of federal activity in international business development and welcomes the agreement of the provinces at the First Ministers' meeting of December 21, 1993, to explore opportunities for reduced overlap and duplication in this area."
35th,1st,At the same time the Government will promote greater trade opportunities domestically. The Government is committed to working with all provincial governments to eliminate internal barriers to trade.
35th,1st,Job creation and sustained economic growth require an investment in people. The Government will work in partnership with the provinces and the private sector to help young people to be better prepared for the transition from school to the workplace. The Government will propose measures to improve job training as well as the literacy skills of Canadians. Funding for the National Literacy Program will be restored to its original level.
35th,1st,Canada's social security system must be responsive to the economic and social realities of the 1990s. The Government will announce an action plan for major reform of the social security system to be completed within two years. The Government will work closely and co-operatively with the provinces and will consult Canadians on the modernization and restructuring of our collective social security. New legislation will then be placed before Parliament.
35th,1st,The Government will pursue the fiscal discipline necessary for sustained economic growth. The budget will be tabled in February and will include measures to bring the federal debt and deficit under control in a manner that is compatible with putting Canadians back to work. The Government will work with the provinces to ensure that our shared fiscal challenge is dealt with co-operatively and creatively.
